id,neighborhood,year_built,sale_price,total_living_area,bldg_type,full_baths,bedrooms,lot_area,garage_type,bsmt_area,house_condition,zone,building_coverage
619,NridgHt,2007,314813,1828,1Fam,2,3,11694,Attchd,1822,5,RL,0.15580639644262015
620,Timber,2003,305000,2262,1Fam,2,4,12244,Attchd,1482,5,RL,0.12103887618425352
622,NWAmes,1974,240000,2614,1Fam,2,4,10800,Attchd,1522,7,RL,0.14092592592592593
623,Sawyer,1977,135000,980,1Fam,1,3,7064,Detchd,980,6,RL,0.13873159682899208
624,Somerst,2000,168500,1512,TwnhsE,2,2,2117,Detchd,756,5,FV,0.35710911667453943
625,NWAmes,1972,165150,1790,1Fam,1,4,10400,Attchd,732,5,RL,0.07038461538461538
626,NAmes,1962,160000,1116,1Fam,1,3,10000,Attchd,1116,6,RL,0.1116
627,NAmes,1960,139900,1422,1Fam,1,3,12342,Attchd,978,5,RL,0.0792416140009723
628,NAmes,1955,153000,1520,1Fam,1,3,9600,Basment,1156,6,RL,0.12041666666666667
629,NAmes,1969,135000,2080,1Fam,1,5,11606,Attchd,1040,5,RL,0.08960882302257453
630,NAmes,1964,168500,1350,1Fam,1,3,9020,Attchd,1248,5,RL,0.13835920177383593
631,OldTown,1880,124000,1750,1Fam,1,3,9000,Detchd,636,6,RM,0.07066666666666667
632,NridgHt,2006,209500,1554,Twnhs,2,2,4590,Attchd,1554,5,RL,0.338562091503268
633,NWAmes,1977,82500,1411,1Fam,2,3,11900,Attchd,1386,5,RL,0.11647058823529412
634,NAmes,1954,139400,1056,1Fam,1,3,9250,Attchd,1056,7,RL,0.11416216216216216
638,OldTown,1954,93000,1387,2fmCon,2,3,6000,BuiltIn,811,4,RM,0.13516666666666666
640,Blmngtn,2006,264561,1567,TwnhsE,2,1,3982,Attchd,1520,5,RL,0.3817177297840281
641,NridgHt,2003,274000,1518,TwnhsE,1,1,12677,Attchd,1518,5,RL,0.11974441902658357
642,Somerst,2001,226000,1929,1Fam,2,3,7050,Attchd,1057,5,FV,0.1499290780141844
643,NAmes,1972,345000,2704,1Fam,2,4,13860,Attchd,1952,7,RL,0.14083694083694084
644,NWAmes,1969,152000,1620,1Fam,2,4,10793,Attchd,780,5,RL,0.0722690632817567
645,Somerst,2009,370878,1766,1Fam,2,2,9187,Attchd,1766,5,FV,0.19222814847066508
646,NAmes,1971,143250,981,1Fam,1,3,10530,Detchd,981,5,RL,0.09316239316239316
648,Edwards,1953,155000,1094,1Fam,1,3,10452,Attchd,1094,5,RL,0.1046689628779181
649,NAmes,1966,155000,1839,1Fam,1,4,7700,Attchd,756,5,RL,0.09818181818181818
651,Somerst,2007,205950,1665,1Fam,2,3,8125,Attchd,813,6,FV,0.10006153846153847
652,Edwards,1940,108000,1510,1Fam,1,4,9084,Detchd,755,5,RL,0.08311316600616468
653,CollgCr,1996,191000,1716,1Fam,2,2,8750,Attchd,880,5,RL,0.10057142857142858
654,IDOTRR,1906,135000,1469,1Fam,1,3,10320,Detchd,756,7,RM,0.07325581395348837
655,NoRidge,1995,350000,2113,1Fam,2,2,10437,Attchd,2109,6,RL,0.20206956021845357
656,BrDale,1971,88000,1092,Twnhs,1,3,1680,Detchd,525,5,RM,0.3125
657,NAmes,1959,145500,1053,1Fam,1,3,10007,Attchd,1053,7,RL,0.10522634156090736
658,Crawfor,1931,149000,1502,1Fam,1,3,7200,Attchd,776,6,RL,0.10777777777777778
659,NAmes,1948,97500,1458,1Fam,1,3,17503,Attchd,912,5,RL,0.05210535336799406
660,Edwards,1964,167000,1486,1Fam,1,3,9937,Detchd,1486,7,RL,0.1495421153265573
661,NWAmes,1976,197900,1935,1Fam,2,3,12384,Attchd,793,7,RL,0.06403423772609819
663,NAmes,1968,110000,1392,1Fam,1,2,13560,Attchd,1392,3,RL,0.10265486725663717
664,Edwards,1972,137500,1181,1Fam,2,3,10012,Detchd,1138,5,RL,0.1136636036755893
665,Somerst,2005,423000,2097,1Fam,1,1,20896,Attchd,2077,5,RL,0.0993970137825421
666,Gilbert,2000,230500,1936,1Fam,2,3,11194,Attchd,1406,5,RL,0.12560300160800428
667,NAmes,1965,129000,2380,1Fam,2,3,18450,CarPort,1021,5,RL,0.05533875338753388
668,SawyerW,1994,193500,1679,1Fam,2,3,8125,Attchd,1408,5,RL,0.1732923076923077
669,Sawyer,1956,168000,1437,1Fam,1,3,14175,Detchd,1188,6,RL,0.0838095238095238
670,Crawfor,1922,137500,1180,1Fam,1,2,11600,Detchd,700,5,RL,0.0603448275862069
671,CollgCr,2005,173500,1476,1Fam,2,3,8633,Attchd,738,5,RL,0.08548592609753272
672,Edwards,1925,103600,1369,1Fam,2,3,6629,Detchd,672,6,RH,0.10137275607180571
673,Veenker,1977,165000,1208,1Fam,1,3,11250,Attchd,1208,6,RL,0.10737777777777778
674,Crawfor,1957,257500,1839,1Fam,2,3,14442,Attchd,1477,7,RL,0.10227115357983659
675,NAmes,1965,140000,1136,1Fam,1,3,9200,Attchd,1136,6,RL,0.12347826086956522
676,NPkVill,1978,148500,1441,Twnhs,2,3,2289,Attchd,855,6,RL,0.3735255570117955
677,OldTown,1900,87000,1774,1Fam,2,4,9600,2Types,1095,2,RM,0.1140625
678,OldTown,1924,109500,792,1Fam,1,2,9022,Detchd,768,8,RL,0.08512524939037908
679,StoneBr,2008,372500,2046,1Fam,2,3,11844,Attchd,2046,5,RL,0.17274569402228976
680,Sawyer,1961,128500,988,1Fam,1,3,9945,Detchd,988,5,RL,0.09934640522875816
681,SawyerW,1980,143000,923,TwnhsE,2,2,8012,Attchd,923,5,RL,0.11520219670494258
682,SWISU,1932,159434,1520,1Fam,1,3,4500,Detchd,793,5,RH,0.17622222222222222
683,ClearCr,1996,173000,1291,1Fam,1,2,2887,Attchd,1291,5,RL,0.4471770003463803
684,CollgCr,2002,285000,1668,1Fam,2,3,11248,Attchd,1626,5,RL,0.14455903271692747
685,NoRidge,1998,221000,1839,1Fam,2,4,16770,Attchd,1195,5,RL,0.07125819916517591
686,StoneBr,1984,207500,2090,TwnhsE,2,3,5062,Attchd,1190,5,RL,0.23508494666139865
687,Somerst,2007,227875,1761,1Fam,3,3,10207,Attchd,874,6,FV,0.08562751053198785
688,Somerst,2004,148800,1102,TwnhsE,2,2,5105,Detchd,551,5,FV,0.1079333986287953
689,StoneBr,2007,392000,1419,1Fam,2,2,8089,Attchd,1419,6,RL,0.1754234145135369
690,NridgHt,2005,194700,1362,TwnhsE,2,2,7577,Attchd,1362,5,RL,0.17975452025867758
691,CollgCr,2004,141000,848,TwnhsE,1,1,4426,Attchd,848,5,RM,0.19159511974694984
693,Timber,1989,335000,2519,1Fam,2,4,26178,Attchd,1210,5,RL,0.046222018488807394
694,OldTown,1921,108480,1073,1Fam,1,2,5400,Detchd,1073,6,RL,0.19870370370370372
695,BrkSide,1936,141500,1539,1Fam,1,3,6120,Detchd,927,6,RM,0.1514705882352941
696,Timber,1987,176000,1137,1Fam,2,2,13811,Attchd,1112,6,RL,0.08051553109839983
697,BrkSide,1921,89000,616,1Fam,1,2,6000,Detchd,616,7,RM,0.10266666666666667
698,Edwards,1952,123500,1148,1Fam,1,2,6420,Detchd,980,7,RL,0.1526479750778816
699,Sawyer,1965,138500,894,1Fam,1,3,8450,Detchd,894,8,RL,0.10579881656804734
700,Somerst,2004,196000,1391,TwnhsE,2,2,4282,Attchd,1391,5,FV,0.32484820177487156
701,Timber,2002,312500,1800,1Fam,2,3,14331,Attchd,1800,5,RL,0.1256018421603517
702,NWAmes,1969,140000,1164,1Fam,1,3,9600,Attchd,1164,5,RL,0.12125
703,StoneBr,2006,361919,2576,1Fam,2,4,12438,BuiltIn,1234,5,RL,0.09921209197620195
704,OldTown,1900,140000,1812,2fmCon,2,4,7630,Detchd,360,9,RM,0.047182175622542594
705,CollgCr,2004,213000,1484,1Fam,2,3,8400,Attchd,1473,5,RL,0.17535714285714285
708,NridgHt,2006,254000,1324,TwnhsE,2,2,6240,Attchd,1324,5,RL,0.21217948717948718
709,Gilbert,2007,179540,1456,1Fam,2,3,9018,Attchd,728,5,RL,0.0807274340208472
710,Sawyer,1966,109900,904,1Fam,1,3,7162,Attchd,876,7,RL,0.12231220329516895
712,IDOTRR,1900,102776,1178,1Fam,1,2,8712,Detchd,859,7,C (all),0.09859963269054178
713,StoneBr,1988,189000,1228,TwnhsE,2,2,4671,Attchd,1228,5,RL,0.2628987368871762
714,BrkSide,1970,129000,960,2fmCon,1,3,9873,Detchd,960,5,RL,0.09723488301428138
715,Sawyer,1976,130500,1479,1Fam,2,3,13517,Attchd,725,8,RL,0.05363616187023748
716,NWAmes,1974,165000,1350,1Fam,2,3,10140,Attchd,1064,5,RL,0.10493096646942801
717,OldTown,1890,159500,2554,1Fam,1,3,10800,Detchd,718,8,RM,0.06648148148148147
718,NWAmes,1973,157000,1178,1Fam,1,3,10000,Attchd,1176,6,RL,0.1176
719,NoRidge,1993,341000,2418,1Fam,2,3,10542,Attchd,1311,5,RL,0.12435970404097894
720,CollgCr,1969,128500,971,1Fam,1,3,9920,Attchd,971,6,RL,0.09788306451612903
721,StoneBr,1985,275000,1742,1Fam,2,2,6563,Attchd,1742,5,RL,0.2654273960079232
722,CollgCr,2004,143000,848,TwnhsE,1,1,4426,Attchd,848,5,RM,0.19159511974694984
723,NAmes,1970,124500,864,1Fam,1,3,8120,Detchd,864,7,RL,0.10640394088669951
724,Edwards,1954,135000,1470,1Fam,2,4,8172,Detchd,941,6,RL,0.11514929025942242
725,Edwards,2007,320000,1698,1Fam,2,3,13286,Attchd,1698,5,RL,0.1278037031461689
726,NAmes,1970,120500,864,1Fam,1,3,6960,Detchd,864,6,RL,0.12413793103448276
727,Crawfor,1988,222000,1680,1Fam,2,3,21695,Attchd,880,9,RL,0.04056234155335331
728,CollgCr,2007,194500,1232,1Fam,2,2,7314,Attchd,1232,5,RL,0.16844407984686902
729,NAmes,1958,110000,1776,Duplex,2,4,11475,Detchd,1584,5,RL,0.1380392156862745
730,IDOTRR,1925,103000,1208,1Fam,1,2,6240,Detchd,780,5,RM,0.125
731,StoneBr,1995,236500,1616,TwnhsE,2,2,5389,Attchd,1595,5,RL,0.29597327890146596
732,Timber,2003,187500,1146,1Fam,2,3,9590,Attchd,868,5,RL,0.0905109489051095
733,CollgCr,1998,222500,2031,1Fam,2,3,11404,Attchd,1153,5,RL,0.10110487548228692
734,Sawyer,1961,131400,1144,1Fam,1,3,10000,Attchd,864,6,RL,0.0864
735,Sawyer,1968,108000,948,1Fam,1,3,8978,Attchd,948,5,RL,0.10559144575629316
736,OldTown,1914,163000,1768,1Fam,1,2,10800,Detchd,880,7,RM,0.08148148148148149
738,Gilbert,2005,239900,1801,1Fam,2,3,10463,Attchd,893,5,RL,0.0853483704482462
740,CollgCr,2004,190000,1728,1Fam,2,3,9313,Attchd,864,5,RL,0.09277354236014174
741,OldTown,1910,132000,1432,1Fam,2,2,9600,Detchd,264,7,RM,0.0275
742,Sawyer,1961,142000,912,1Fam,1,3,6768,Detchd,912,8,RL,0.1347517730496454
743,SawyerW,2000,179000,1349,1Fam,2,3,8450,Attchd,1349,5,RL,0.15964497041420117
744,Sawyer,1963,175000,1464,1Fam,2,3,12886,Attchd,520,6,RL,0.040353872419680276
745,StoneBr,1993,180000,1337,TwnhsE,2,2,5395,Attchd,1337,5,RL,0.24782205746061167
746,NWAmes,1976,299800,2715,1Fam,3,4,8963,BuiltIn,1142,9,RL,0.12741269664174942
747,Gilbert,2000,236000,2256,1Fam,2,4,8795,BuiltIn,952,5,RL,0.10824332006822059
748,OldTown,1880,265979,2640,1Fam,1,4,11700,Detchd,1240,7,RM,0.10598290598290598
749,NoRidge,1996,260400,1720,1Fam,2,3,10593,Attchd,1720,5,RL,0.16237137732464835
752,Gilbert,2003,162000,1320,1Fam,2,3,7750,Attchd,660,5,RL,0.08516129032258064
753,CollgCr,1997,217000,1494,1Fam,2,3,9236,Attchd,1479,5,RL,0.16013425725422262
754,NridgHt,2005,275500,2098,1Fam,2,3,10240,Attchd,1030,5,RL,0.1005859375
755,NAmes,1969,156000,1026,1Fam,1,3,7930,Detchd,1026,8,RL,0.12938209331651954
756,Somerst,1999,172500,1471,TwnhsE,2,3,3230,Detchd,729,5,FV,0.22569659442724457
757,CollgCr,2007,212000,1768,1Fam,2,3,10769,Attchd,866,5,RL,0.08041600891447674
758,Sawyer,1978,158900,1386,1Fam,2,3,11616,Attchd,672,5,RL,0.05785123966942149
759,Somerst,1999,179400,1501,Twnhs,2,3,2280,Detchd,744,5,FV,0.3263157894736842
760,NoRidge,1995,290000,2531,1Fam,2,4,12257,Attchd,1318,5,RL,0.10753039079709553
761,NAmes,1959,127500,864,1Fam,1,2,9100,Detchd,864,6,RL,0.09494505494505495
762,BrkSide,1924,100000,1301,1Fam,1,2,6911,Detchd,1145,5,RM,0.16567790478946606
763,Somerst,2009,215200,1547,1Fam,2,3,8640,Attchd,756,5,FV,0.0875
764,NoRidge,1999,337000,2365,1Fam,2,3,9430,Attchd,1252,5,RL,0.1327677624602333
765,Veenker,1995,270000,1494,TwnhsE,1,2,9549,Attchd,1494,5,RL,0.15645617342130066
766,Somerst,2008,264132,1506,1Fam,2,2,14587,Attchd,1498,5,RL,0.10269417974909166
767,NWAmes,1988,196500,1714,1Fam,2,3,10421,Attchd,980,5,RL,0.09404087899433836
768,Mitchel,1940,160000,1750,1Fam,2,4,12508,Attchd,983,7,RL,0.07858970259034218
769,CollgCr,2004,216837,1836,1Fam,2,3,9100,Attchd,1860,5,RL,0.2043956043956044
771,Sawyer,1982,134900,858,1Fam,1,2,7252,Detchd,858,5,RL,0.11831218974076117
772,Edwards,1951,102000,1220,1Fam,1,2,8877,Detchd,836,5,RL,0.09417596034696406
773,Edwards,1976,107000,1117,1Fam,1,3,7819,Detchd,1029,5,RL,0.13160250671441362
774,NAmes,1958,114500,912,1Fam,1,2,10150,Attchd,912,5,RL,0.08985221674876848
775,NridgHt,2006,395000,1973,1Fam,2,3,14226,Attchd,1935,5,RL,0.1360185575706453
776,Mitchel,1998,162000,1204,TwnhsE,2,2,4500,Attchd,1204,5,RM,0.26755555555555555
777,CollgCr,2005,221500,1614,1Fam,2,3,11210,Attchd,1614,5,RL,0.14397859054415701
778,Sawyer,1974,142500,894,1Fam,1,3,13350,Attchd,864,5,RL,0.06471910112359551
780,Mitchel,1977,135000,1004,Duplex,1,2,10530,Attchd,975,5,RL,0.09259259259259259
781,Gilbert,1995,176000,1253,1Fam,2,3,7875,Attchd,1237,5,RL,0.15707936507936507
782,SawyerW,1992,175900,1603,1Fam,2,3,7153,Attchd,761,5,RL,0.10638892772263386
783,CollgCr,2001,187100,1430,1Fam,2,3,16285,Attchd,1413,5,RL,0.0867669634633098
784,Mitchel,1978,165500,1110,1Fam,1,1,9101,Attchd,1097,6,RL,0.12053620481265795
786,NWAmes,1967,161500,1342,1Fam,2,3,9790,Attchd,1372,5,RL,0.14014300306435137
787,OldTown,1915,139000,1652,1Fam,2,4,10800,Detchd,686,6,RM,0.06351851851851852
788,SawyerW,2004,233000,2084,1Fam,2,4,10142,BuiltIn,956,5,RL,0.09426148688621573
789,OldTown,1954,107900,901,1Fam,1,2,6000,Detchd,901,7,RM,0.15016666666666667
790,ClearCr,1966,187500,2087,1Fam,2,5,12205,Attchd,832,8,RL,0.06816878328553871
791,Blmngtn,2005,160200,1145,TwnhsE,2,2,3182,Attchd,1145,5,RL,0.35983658076681335
792,Mitchel,1976,146800,1062,1Fam,1,3,11333,Attchd,1029,5,RL,0.09079678814082767
793,NoRidge,1996,269790,2013,1Fam,2,3,9920,Attchd,1117,5,RL,0.1126008064516129
794,Somerst,2007,225000,1496,1Fam,2,3,9158,Attchd,1496,5,RL,0.1633544442017908
795,Gilbert,1994,194500,1895,1Fam,2,3,10832,Attchd,712,5,RL,0.06573116691285082
796,SawyerW,1980,171000,1564,1Fam,2,3,8400,Attchd,650,6,RL,0.07738095238095238
797,Sawyer,1977,143500,1285,1Fam,1,3,8197,Attchd,660,5,RL,0.08051726241307795
798,NAmes,1953,110000,773,1Fam,1,2,7677,Attchd,773,5,RL,0.10069037384394947
799,NridgHt,2008,485000,3140,1Fam,3,4,13518,BuiltIn,1926,5,RL,0.14247669773635152
800,SWISU,1937,175000,1768,1Fam,1,3,7200,Detchd,731,7,RL,0.10152777777777777
801,ClearCr,1997,200000,1688,1Fam,2,4,12798,Attchd,616,5,RL,0.04813252070636037
802,IDOTRR,1916,109900,1196,1Fam,1,2,4800,Detchd,1196,7,RM,0.24916666666666668
803,CollgCr,2005,189000,1456,1Fam,2,3,8199,Attchd,728,5,RL,0.08879131601414807
804,NridgHt,2008,582933,2822,1Fam,3,4,13891,BuiltIn,1734,5,RL,0.12482902598804982
805,NAmes,1954,118000,1128,1Fam,1,2,9000,Attchd,936,5,RL,0.104
806,Somerst,2008,227680,1428,1Fam,2,3,12274,Attchd,1417,5,RL,0.1154472869480202
807,NAmes,1967,135500,980,1Fam,2,3,9750,Attchd,980,5,RL,0.10051282051282051
808,BrkSide,1923,223500,1576,1Fam,1,3,21384,Attchd,1324,6,RL,0.061915450804339696
809,NAmes,1966,159950,1086,1Fam,1,3,13400,Attchd,1024,5,RL,0.0764179104477612
810,OldTown,1898,106000,2138,1Fam,2,2,8100,Detchd,849,5,RM,0.10481481481481482
811,NWAmes,1974,181000,1309,1Fam,1,3,10140,Attchd,1040,6,RL,0.10256410256410256
812,CollgCr,2004,144500,848,TwnhsE,1,1,4438,Attchd,848,5,RM,0.1910770617395223
813,IDOTRR,1952,55993,1044,1Fam,1,2,8712,Basment,540,5,C (all),0.06198347107438017
814,NAmes,1958,157900,1442,1Fam,1,4,9750,Attchd,1442,6,RL,0.1478974358974359
815,Edwards,1918,116000,1250,1Fam,1,3,8248,Detchd,686,7,RL,0.08317167798254123
816,CollgCr,1998,224900,1661,1Fam,2,3,12137,Attchd,1649,5,RL,0.13586553514047953
817,NAmes,1954,137000,1008,1Fam,1,2,11425,Attchd,1008,6,RL,0.08822757111597374
818,Mitchel,2002,271000,1689,1Fam,2,3,13265,Attchd,1568,5,RL,0.11820580474934037
819,ClearCr,1971,155000,1052,1Fam,1,3,8816,Attchd,1010,7,RL,0.11456442831215971
820,NridgHt,2009,224000,1358,TwnhsE,2,2,6371,Attchd,1358,5,RL,0.2131533511222728
821,CollgCr,2003,183000,1640,1Fam,2,3,7226,Attchd,798,5,RL,0.11043454193191254
822,OldTown,1953,93000,936,2fmCon,1,2,6000,Detchd,936,4,RM,0.156
823,Gilbert,2003,225000,1733,1Fam,2,3,12394,BuiltIn,847,5,RL,0.06833951912215588
824,SWISU,1940,139500,1489,1Fam,2,3,9900,Detchd,778,7,RL,0.07858585858585859
825,Somerst,2006,232600,1489,1Fam,2,3,11216,Attchd,1489,5,FV,0.1327567760342368
826,NridgHt,2007,385000,2084,1Fam,2,2,14803,Attchd,2078,5,RL,0.14037695061811795
828,SawyerW,2001,189000,1434,1Fam,2,3,8529,Attchd,1454,5,RL,0.17047719545081486
829,ClearCr,1967,185000,2126,1Fam,2,3,28698,Attchd,1013,5,RL,0.03529862708202662
830,Somerst,2005,147400,1223,Twnhs,2,2,2544,Detchd,600,5,FV,0.2358490566037736
831,NAmes,1957,166000,1392,1Fam,1,3,11900,Attchd,1392,5,RL,0.11697478991596638
832,Somerst,2005,151000,1200,TwnhsE,2,2,3180,Detchd,600,5,FV,0.18867924528301888
833,CollgCr,2003,237000,1829,1Fam,2,3,9548,Attchd,941,6,RL,0.0985546711353163
834,NAmes,1964,167000,1516,1Fam,1,3,10004,Attchd,1516,6,RL,0.15153938424630148
835,NAmes,1961,139950,1144,1Fam,1,3,7875,Attchd,1144,6,RL,0.14526984126984127
836,Sawyer,1950,128000,1067,1Fam,2,2,9600,Attchd,1067,7,RL,0.11114583333333333
837,OldTown,1948,153500,1559,1Fam,1,2,8100,Detchd,1559,6,RM,0.19246913580246913
838,BrDale,1973,100000,987,Twnhs,1,2,1680,Detchd,483,5,RM,0.2875
839,CollgCr,1995,144000,1099,1Fam,1,3,9525,Attchd,1099,6,RL,0.11538057742782153
840,Edwards,1946,130500,1200,1Fam,1,3,11767,Detchd,768,6,RL,0.06526727288178805
841,SWISU,1925,140000,1482,1Fam,2,4,12155,Detchd,672,8,RH,0.055285890580008226
842,OldTown,1904,157500,1539,1Fam,2,3,10440,Detchd,650,8,RM,0.06226053639846743
843,NAmes,1966,174900,1165,1Fam,1,3,9020,Attchd,1127,7,RL,0.12494456762749445
845,OldTown,1915,153900,1416,1Fam,1,4,12665,Detchd,876,8,RM,0.06916699565732333
846,Sawyer,1975,171000,1701,1Fam,2,3,16647,Basment,1390,5,RL,0.08349852826335076
847,SawyerW,1993,213000,1775,1Fam,2,3,9317,Attchd,740,5,RL,0.07942470752388107
848,CollgCr,1972,133500,864,1Fam,1,3,15523,Attchd,864,6,RL,0.05565934419893062
850,Veenker,1976,187000,1855,1Fam,2,3,9600,Attchd,528,7,RL,0.055
851,CollgCr,2003,131500,848,TwnhsE,1,1,4435,Attchd,848,5,RM,0.19120631341600902
852,Blmngtn,2003,215000,1456,TwnhsE,2,2,3196,Attchd,1273,5,RL,0.39831038798498125
853,Crawfor,1941,164000,1646,1Fam,2,4,7128,Detchd,918,5,RL,0.12878787878787878
854,NAmes,1964,158000,1445,1Fam,1,3,12095,Attchd,1127,6,RL,0.09317899958660604
855,Sawyer,1955,170000,1779,1Fam,1,3,17920,Attchd,1763,4,RL,0.09838169642857143
856,Sawyer,1962,127000,1040,1Fam,1,3,6897,Detchd,1040,8,RL,0.1507901986370886
857,CollgCr,1978,147000,1026,1Fam,1,3,10970,Detchd,940,6,RL,0.08568824065633546
858,Gilbert,1994,174000,1481,1Fam,2,3,8125,Attchd,702,5,RL,0.0864
859,NWAmes,1976,152000,1370,1Fam,2,3,10400,Attchd,1090,5,RL,0.10480769230769231
860,NWAmes,1968,250000,2654,1Fam,2,4,11029,Attchd,1054,7,RL,0.09556623447275366
861,Crawfor,1918,189950,1426,1Fam,1,3,7642,Detchd,912,8,RL,0.11934048678356451
862,Sawyer,1965,131500,1039,2fmCon,1,3,11625,Attchd,1039,4,RL,0.0893763440860215
863,SawyerW,1984,152000,1097,1Fam,2,3,9672,Attchd,1040,5,RL,0.10752688172043011
864,NAmes,1959,132500,1148,1Fam,1,3,7931,Attchd,1148,5,RL,0.14474845542806708
865,Somerst,2007,250580,1372,1Fam,2,3,8640,Attchd,1372,5,FV,0.1587962962962963
866,NAmes,1970,148500,1002,1Fam,1,3,8750,Detchd,1002,6,RL,0.11451428571428571
867,Timber,2006,248900,1646,1Fam,2,3,10656,Attchd,1638,5,RL,0.15371621621621623
868,Sawyer,1961,129000,1120,1Fam,1,3,6970,Attchd,1040,5,RL,0.1492109038737446
870,SawyerW,1993,236000,1949,1Fam,2,3,9938,Attchd,1050,5,RL,0.10565506138055947
871,NAmes,1962,109500,894,1Fam,1,2,6600,Detchd,894,5,RL,0.13545454545454547
872,CollgCr,1998,200500,1682,1Fam,2,3,8750,Attchd,804,5,RL,0.09188571428571428
873,NAmes,1953,116000,910,1Fam,1,3,8892,Attchd,105,7,RL,0.011808367071524967
874,NAmes,1949,133000,1268,1Fam,1,3,12144,Attchd,832,7,RL,0.06851119894598155
875,OldTown,1941,66500,1131,1Fam,1,3,5720,Detchd,676,6,RM,0.11818181818181818
876,Somerst,2007,303477,2610,1Fam,2,4,9000,BuiltIn,1184,5,FV,0.13155555555555556
877,Mitchel,1963,132250,1040,1Fam,1,3,25286,Attchd,1064,5,RL,0.04207862058055841
878,NridgHt,2004,350000,2224,1Fam,2,4,8834,Attchd,1462,5,RL,0.16549694362689607
879,Sawyer,1961,148000,1155,1Fam,1,3,11782,Detchd,1109,7,RL,0.09412663384824309
880,CollgCr,1978,136500,864,1Fam,1,3,7000,Attchd,864,8,RL,0.12342857142857143
881,Edwards,2005,157000,1090,1Fam,1,2,7024,Attchd,1090,5,RL,0.15518223234624146
882,Timber,1990,187500,1717,1Fam,2,3,13758,Attchd,1156,5,RL,0.08402384067451664
883,Gilbert,1992,178000,1593,1Fam,2,3,9636,BuiltIn,808,5,RL,0.08385222083852222
884,SWISU,1912,118500,2230,1Fam,1,5,6204,Detchd,795,5,RL,0.1281431334622824
885,NAmes,1967,100000,892,1Fam,1,3,7150,Attchd,892,5,RL,0.12475524475524476
886,Somerst,1999,328900,1709,TwnhsE,2,2,5119,Attchd,1698,5,FV,0.3317054112131276
887,NAmes,1959,145000,1712,Duplex,2,4,8393,Attchd,1626,5,RL,0.1937328726319552
888,Edwards,1955,135500,1393,1Fam,1,3,16466,Attchd,816,7,RL,0.04955666221304506
889,NAmes,1970,268000,2217,1Fam,2,4,15865,Attchd,2217,6,RL,0.13974156949259375
890,NAmes,1953,149500,1505,1Fam,1,2,12160,Attchd,1505,4,RL,0.12376644736842106
891,NAmes,1949,122900,924,1Fam,1,3,8064,Detchd,672,7,RL,0.08333333333333333
892,Sawyer,1978,172500,1683,1Fam,2,3,11184,Attchd,918,5,RL,0.08208154506437768
893,Sawyer,1963,154500,1068,1Fam,1,3,8414,Attchd,1059,8,RL,0.12586165913952935
894,Sawyer,1954,165000,1383,1Fam,1,3,13284,Attchd,1383,5,RL,0.10411020776874436
896,NAmes,1963,140000,1796,1Fam,1,4,7056,Attchd,780,5,RL,0.11054421768707483
897,IDOTRR,1936,106500,951,1Fam,1,2,8765,Detchd,951,6,RM,0.10849971477467199
899,NridgHt,2009,611657,2364,1Fam,2,2,12919,Attchd,2330,5,RL,0.18035451660345228
900,Sawyer,1961,135000,1236,1Fam,1,3,6993,Attchd,912,7,RL,0.13041613041613043
901,NAmes,1971,110000,858,1Fam,1,2,7340,Detchd,858,6,RL,0.11689373297002725
902,NAmes,1957,153000,1306,1Fam,1,2,8712,Detchd,992,7,RL,0.11386593204775022
903,Gilbert,2003,180000,1509,1Fam,2,3,7875,Attchd,783,5,RL,0.09942857142857142
904,Gilbert,2006,240000,1670,1Fam,2,3,14859,Attchd,1670,5,RL,0.1123897974291675
905,Sawyer,1967,125500,902,1Fam,1,3,6173,Attchd,876,6,RL,0.14190831038393
906,NAmes,1954,128000,1063,1Fam,1,3,9920,Attchd,1056,5,RL,0.1064516129032258
907,Somerst,2006,255000,1636,1Fam,2,3,13501,Attchd,1623,5,RL,0.12021331753203467
908,Crawfor,1936,250000,2057,1Fam,1,3,11500,Attchd,1017,7,RL,0.08843478260869565
909,Mitchel,1983,131000,902,1Fam,1,2,8885,Attchd,864,5,RL,0.09724254361283062
910,Gilbert,2005,174000,1484,1Fam,2,3,12589,Attchd,742,5,RL,0.05894034474541266
911,NAmes,1960,154300,2274,Duplex,2,5,11600,Detchd,1105,5,RL,0.09525862068965517
912,CollgCr,1977,143500,1268,1Fam,1,3,9286,Detchd,1268,7,RL,0.1365496446263192
913,BrkSide,1925,88000,1015,1Fam,1,3,6120,Detchd,768,7,RM,0.12549019607843137
914,Crawfor,1949,145000,2002,Duplex,2,4,6270,2Types,1001,6,RH,0.15964912280701754
915,Somerst,2009,173733,1224,TwnhsE,2,2,3000,Detchd,612,5,FV,0.204
916,MeadowV,1970,75000,1092,Twnhs,1,3,2001,Attchd,546,5,RM,0.272863568215892
918,Edwards,1956,135000,1229,1Fam,1,3,17140,Attchd,1134,6,RL,0.0661610268378063
919,SawyerW,1991,238000,2127,1Fam,2,4,13125,Attchd,1104,5,RL,0.08411428571428571
920,NAmes,1958,176500,1414,1Fam,1,3,11029,Attchd,1184,8,RL,0.10735334119140448
921,SawyerW,1994,201000,1721,1Fam,2,3,8462,Attchd,928,5,RL,0.10966674545024817
923,Gilbert,2005,169990,1316,1Fam,2,3,10237,Attchd,1316,5,RL,0.12855328709582886
